id	x	y	tag
42104323	130	315	0
42104324	112	389	0
42104325	65	390	0
42104326	57	435	0
42104327	113	426	0
42104328	165	433	0
42104329	148	393	0
42104330	183	373	0
42104331	176	405	0
42104332	222	399	0
42104333	235	450	0
42104334	125	462	0
42104335	85	463	0
42104336	216	348	0
42104337	211	311	0
42104338	198	267	0
42104339	186	223	0
42104340	231	245	0
42104341	235	199	0
42104342	162	143	0
42104343	165	103	0
42104344	222	111	0
42104345	210	135	0
42104346	128	121	0
42104347	122	87	0
42104348	88	100	0
42104349	84	129	0
42104350	85	161	0
42104351	37	151	0
42104352	47	244	0
42104353	33	289	0
42104354	47	328	0
42104355	53	358	0
42104356	23	379	0
42104357	23	411	0
42104358	253	326	0
42104359	161	246	0
42104360	134	205	0
42104361	122	157	0
42104362	182	176	0
42104363	192	463	0
42104364	240	287	0
