id	x	y	tag
42103658	143	345	0
42103659	140	308	0
42103660	178	333	0
42103661	175	297	0
42103662	212	353	0
42103663	182	371	0
42103664	151	406	0
42103665	142	377	0
42103666	116	396	0
42103667	107	364	0
42103668	103	338	0
42103669	100	307	0
42103670	114	276	0
42103671	145	273	0
42103672	161	246	0
42103673	179	211	0
42103674	220	388	0
42103675	248	362	0
42103676	243	335	0
42103677	224	279	0
42103678	241	412	0
42103679	253	386	0
42103680	219	437	0
42103681	183	450	0
42103682	143	444	0
42103683	169	422	0
42103684	201	405	0
42103685	100	427	0
42103686	108	453	0
42103687	71	450	0
42103688	83	390	0
42103689	67	361	0
42103690	71	286	0
42103691	87	261	0
42103692	197	260	0
42103693	206	232	0
42103694	214	310	0
42103695	241	466	0
42106293	98	223	0
42106294	121	243	0
42106295	143	215	0
42106296	251	244	0
42106297	231	254	0
42106298	248	213	0
42106299	216	195	0
