id	x	y	tag
42111815	90	127	0
42111816	67	97	0
42111817	104	95	0
42111818	131	117	0
42111819	148	73	0
42111820	148	34	0
42111821	110	57	0
42111822	75	33	0
42111823	196	50	0
42111824	186	100	0
42111825	187	132	0
42111826	220	152	0
42111827	231	114	0
42111828	238	77	0
42111829	249	158	0
42111830	247	204	0
42111831	234	258	0
42111832	216	229	0
42111833	215	195	0
42111834	189	170	0
42111835	153	191	0
42111836	150	150	0
42111837	115	163	0
42111838	107	196	0
42111839	81	169	0
42111840	79	212	0
42111841	56	195	0
42111842	45	159	0
42111843	45	225	0
42111844	69	251	0
42111845	107	244	0
42111846	43	267	0
42111847	32	296	0
42111848	106	279	0
42111849	140	259	0
42111850	131	218	0
42111851	172	228	0
42111852	194	256	0
42111853	170	286	0
42111854	212	288	0
42111855	244	293	0
42111856	247	364	0
42111857	221	382	0
42111858	221	407	0
42111859	184	391	0
42111860	194	356	0
42111861	169	326	0
42111862	218	328	0
42111863	156	353	0
42111864	144	396	0
42111865	123	355	0
42111866	132	327	0
42111867	106	335	0
42111868	74	328	0
42111869	78	298	0
42111870	139	300	0
42111871	77	374	0
42111872	115	410	0
42111873	87	417	0
42111874	41	320	0
42111875	224	22	0
42111876	112	6	0
42113417	110	449	0
42113419	163	457	0
42113420	189	429	0
42113423	221	453	0
