id	x	y	tag
42119355	134	209	0
42119356	149	176	0
42119357	120	172	0
42119358	166	208	0
42119359	183	179	0
42119360	205	208	0
42119361	189	233	0
42119362	157	237	0
42119363	153	265	0
42119364	129	242	0
42119365	102	219	0
42119366	80	208	0
42119367	102	192	0
42119368	85	171	0
42119369	93	142	0
42119370	130	144	0
42119371	225	120	0
42119372	195	133	0
42119373	200	105	0
42119374	176	116	0
42119375	173	90	0
42119376	144	107	0
42119377	169	145	0
42119378	202	163	0
42119379	223	184	0
42119380	229	155	0
42119381	230	93	0
42119382	235	68	0
42119383	207	74	0
42119384	175	58	0
42119385	205	43	0
42119386	187	32	0
42119387	242	35	0
42119388	238	212	0
42119389	221	238	0
42119390	206	259	0
42119391	178	261	0
42119392	177	291	0
42119393	211	287	0
42119394	194	318	0
42119395	155	328	0
42119396	143	291	0
42119397	116	277	0
42119398	95	302	0
42119399	77	271	0
42119400	99	252	0
42119401	73	234	0
42119402	48	210	0
42119403	58	179	0
42119404	58	151	0
42119405	69	121	0
42119406	106	112	0
42119407	111	83	0
42119408	82	93	0
42119409	141	74	0
42119410	118	54	0
42119411	90	62	0
42119412	90	35	0
42119413	125	19	0
42119414	150	36	0
42119415	159	10	0
42119416	244	291	0
42119417	231	262	0
42119418	234	316	0
42119419	249	247	0
42119420	182	345	0
42119421	158	362	0
42119422	129	345	0
42119423	117	316	0
42119424	88	327	0
42119425	98	355	0
42119426	192	376	0
42119427	221	354	0
42119428	248	347	0
42119429	55	71	0
42119430	62	45	0
42119431	62	13	0
42120019	233	375	0
42120020	213	404	0
42120021	180	408	0
42120022	160	383	0
42120023	144	414	0
42120024	132	373	0
42120025	109	395	0
42120026	79	383	0
42120027	85	417	0
42120028	121	432	0
42120029	162	432	0
42120030	141	459	0
42120031	177	460	0
42120032	197	436	0
42120033	233	429	0
42120034	227	456	0
42120035	243	405	0
42120036	249	175	0
42120037	253	143	0
42120038	253	115	0
