id	x	y	tag
42137497	209	24	0
42137498	166	38	0
42137499	169	10	0
42137500	127	16	0
42137501	120	58	0
42137502	88	33	0
42137503	88	69	0
42137504	105	100	0
42137505	106	140	0
42137506	68	127	0
42137507	63	89	0
42137508	75	165	0
42137509	145	159	0
42137510	138	114	0
42137511	160	80	0
42137512	195	111	0
42137513	214	71	0
42137514	241	102	0
42137515	219	141	0
42137516	186	142	0
42137517	188	178	0
42137518	229	182	0
42137519	199	213	0
42137520	162	234	0
42137521	152	203	0
42137522	119	190	0
42137523	93	179	0
42137524	43	158	0
42137525	64	193	0
42137526	96	219	0
42137527	164	274	0
42137528	206	250	0
42137529	242	219	0
42137530	239	41	0
42137531	242	13	0
42137532	248	265	0
42137533	210	295	0
42137534	246	299	0
42137535	236	330	0
42137536	195	330	0
42137537	163	310	0
42137538	133	292	0
42137539	116	327	0
42137540	86	296	0
42137541	84	334	0
42137542	94	253	0
42137543	132	241	0
42137544	105	361	0
42137545	105	409	0
42137546	112	447	0
42137547	72	434	0
42137548	71	393	0
42137549	146	381	0
42137550	156	345	0
42137551	197	371	0
42137552	189	401	0
42137553	150	423	0
42137554	152	458	0
42137555	185	442	0
42137556	227	388	0
42137557	250	369	0
42137558	218	422	0
42137559	237	444	0
42137560	247	406	0
