id	x	y	tag
42105383	115	244	0
42105384	112	216	0
42105385	122	198	0
42105386	101	188	0
42105387	123	176	0
42105388	144	183	0
42105389	144	208	0
42105390	140	227	0
42105391	146	253	0
42105392	133	275	0
42105393	106	276	0
42105394	88	258	0
42105395	87	234	0
42105396	84	212	0
42105397	76	195	0
42105398	64	221	0
42105399	65	249	0
42105400	72	277	0
42105401	96	301	0
42105402	77	301	0
42105403	76	331	0
42105404	97	318	0
42105405	121	321	0
42105406	119	295	0
42105407	146	304	0
42105408	154	284	0
42105409	167	262	0
42105410	167	236	0
42105411	170	207	0
42105412	177	185	0
42105413	162	165	0
42105414	147	164	0
42105415	123	153	0
42105416	96	158	0
42105417	73	165	0
42105418	70	141	0
42105419	88	124	0
42105420	113	137	0
42105421	135	134	0
42105422	119	110	0
42105423	147	119	0
42105424	141	91	0
42105425	115	85	0
42105426	92	101	0
42105427	76	94	0
42105428	92	79	0
42105429	76	64	0
42105430	88	50	0
42105431	119	52	0
42105432	58	126	0
42105433	151	330	0
42105434	172	304	0
42105435	181	283	0
42105436	186	243	0
42105437	123	346	0
42105438	102	334	0
42105439	89	355	0
42105440	71	356	0
42105441	82	376	0
42105442	107	389	0
42105443	125	373	0
42105444	147	357	0
42105445	151	385	0
42105446	134	400	0
42105447	120	417	0
42105448	98	414	0
42105449	97	440	0
42105450	74	429	0
42105451	77	396	0
42105452	61	391	0
42105453	47	368	0
42105454	47	349	0
42105455	52	324	0
42105456	46	302	0
42105457	53	285	0
42105458	38	283	0
42105459	47	268	0
42105460	30	263	0
42105461	38	238	0
42105462	43	210	0
42105463	48	184	0
42105464	53	155	0
42105465	34	140	0
42105466	25	156	0
42105467	162	343	0
42105468	170	358	0
42105469	171	392	0
42105470	144	425	0
42105471	122	446	0
42105472	105	464	0
42105473	76	456	0
42105474	53	437	0
42105475	28	437	0
42105476	18	413	0
42105477	46	413	0
42105478	34	390	0
42105479	51	462	0
42105480	22	468	0
42105481	182	463	0
42105482	161	469	0
42105483	168	437	0
42105484	191	437	0
42105485	207	418	0
42105486	199	397	0
42105487	201	372	0
42105488	207	352	0
42105489	191	348	0
42105490	182	329	0
42105491	203	330	0
42105492	197	305	0
42105493	213	288	0
42105494	198	274	0
42105495	210	255	0
42105496	198	228	0
42105497	200	197	0
42105498	193	167	0
42105499	183	147	0
42105500	158	140	0
42105501	165	124	0
42105502	193	129	0
42105503	189	109	0
42105504	164	103	0
42105505	158	73	0
42105506	183	83	0
42105507	179	73	0
42105508	106	363	0
42105509	182	407	0
42105510	156	407	0
42105511	166	58	0
42105512	135	71	0
42105513	146	54	0
42105514	160	34	0
42105515	128	35	0
42105516	36	62	0
42105517	110	32	0
42105518	83	28	0
42105519	58	53	0
42105520	53	81	0
42105521	29	88	0
42105522	14	126	0
42105523	32	112	0
42105524	144	454	0
42105525	134	476	0
