id	x	y	tag
42081059	117	110	0
42081060	120	88	0
42081061	135	103	0
42081062	135	84	0
42081063	127	65	0
42081064	148	69	0
42081065	159	59	0
42081066	148	50	0
42081067	123	47	0
42081068	106	56	0
42081069	107	73	0
42081070	101	95	0
42081071	94	119	0
42081072	108	135	0
42081073	115	152	0
42081074	101	148	0
42081075	86	137	0
42081076	86	154	0
42081077	104	169	0
42081078	105	186	0
42081079	82	192	0
42081080	86	172	0
42081081	69	181	0
42081082	71	162	0
42081083	69	144	0
42081084	75	124	0
42081085	65	108	0
42081086	56	122	0
42081087	47	144	0
42081088	120	186	0
42081089	126	167	0
42081090	131	140	0
42081091	129	122	0
42081092	146	121	0
42081093	148	140	0
42081094	142	160	0
42081095	139	177	0
42081096	136	197	0
42081097	133	217	0
42081098	118	202	0
42081099	100	208	0
42081100	112	223	0
42081101	126	236	0
42081102	107	242	0
42081103	93	230	0
42081104	86	247	0
42081105	116	255	0
42081106	129	268	0
42081107	136	249	0
42081108	145	230	0
42081109	154	211	0
42081110	154	195	0
42081111	169	197	0
42081112	172	210	0
42081113	165	225	0
42081114	155	244	0
42081115	149	261	0
42081116	164	272	0
42081117	150	279	0
42081118	128	287	0
42081119	110	278	0
42081120	102	260	0
42081121	86	263	0
42081122	87	278	0
42081123	68	270	0
42081124	71	249	0
42081125	73	231	0
42081126	77	213	0
42081127	62	201	0
42081128	58	220	0
42081129	56	238	0
42081130	53	257	0
42081131	54	280	0
42081132	56	300	0
42081133	71	287	0
42081134	79	298	0
42081135	97	293	0
42081136	87	312	0
42081137	71	315	0
42081138	71	340	0
42081139	52	320	0
42081140	87	328	0
42081141	103	324	0
42081142	103	306	0
42081143	113	315	0
42081144	126	303	0
42081145	131	323	0
42081146	120	329	0
42081147	118	347	0
42081148	100	339	0
42081149	84	350	0
42081150	99	361	0
42081151	96	380	0
42081152	86	388	0
42081153	80	373	0
42081154	67	357	0
42081155	52	343	0
42081156	60	331	0
42081157	45	361	0
42081158	56	380	0
42081159	69	397	0
42081161	89	411	0
42081162	103	400	0
42081163	116	385	0
42081164	114	369	0
42081165	136	364	0
42081166	139	341	0
42081167	152	323	0
42081168	148	304	0
42081169	164	290	0
42081170	166	311	0
42081171	159	341	0
42081172	154	358	0
42081173	90	80	0
42081174	84	95	0
42081175	154	84	0
42081176	157	105	0
42081177	166	131	0
42081178	164	153	0
42081179	181	145	0
42081180	178	168	0
42081181	158	178	0
42081182	178	184	0
42081183	186	198	0
42081184	193	214	0
42081185	185	227	0
42081186	177	237	0
42081187	173	258	0
42081188	196	263	0
42081189	189	243	0
42081190	202	231	0
42081191	215	218	0
42081192	206	198	0
42081193	197	178	0
42081194	195	161	0
42081195	202	141	0
42081196	189	127	0
42081197	179	110	0
42081198	196	105	0
42081199	177	92	0
42081200	197	85	0
42081201	187	75	0
42081202	170	73	0
42081203	184	54	0
42081204	165	39	0
42081205	90	65	0
42081206	93	45	0
42081207	184	316	0
42081208	180	296	0
42081209	193	301	0
42081210	194	283	0
42081211	179	278	0
42081212	211	276	0
42081213	210	295	0
42081214	204	314	0
42081215	192	337	0
42081216	172	330	0
42081217	174	352	0
42081218	167	370	0
42081219	148	375	0
42081220	142	398	0
42081221	131	377	0
42081222	46	182	0
42081223	58	165	0
42081224	69	90	0
42081225	70	66	0
42081226	214	79	0
42081227	198	66	0
42081228	205	48	0
42081229	195	30	0
42081230	217	40	0
42081231	217	60	0
42081232	214	103	0
42081233	208	120	0
42081234	221	137	0
42081235	214	161	0
42081236	223	177	0
42081237	227	195	0
42081238	236	214	0
42081239	223	238	0
42081240	219	264	0
42081241	225	283	0
42081242	238	296	0
42081243	212	331	0
42081244	206	346	0
42081245	195	356	0
42081246	183	369	0
42081247	179	383	0
42081248	174	410	0
42081249	160	388	0
42081250	159	412	0
42081251	146	435	0
42081252	134	416	0
42081253	119	403	0
42081254	108	417	0
42081255	123	434	0
42081256	131	455	0
42081257	112	451	0
42081258	101	437	0
42081259	90	424	0
42081260	86	443	0
42081261	73	421	0
42081262	52	418	0
42081263	62	440	0
42081264	189	394	0
42081265	203	381	0
42081266	214	363	0
42081267	235	164	0
42081268	230	118	0
42081269	232	95	0
42081270	235	72	0
42081271	236	48	0
42081272	161	20	0
42081273	135	35	0
42081274	118	24	0
42081275	139	15	0
42081276	80	29	0
42081277	100	28	0
42081278	90	10	0
42081279	38	293	0
42081280	38	268	0
42081281	37	248	0
42081282	41	227	0
42081283	48	206	0
42081284	169	429	0
42081285	188	426	0
42081286	185	443	0
42081287	170	449	0
42081288	152	460	0
42081289	202	414	0
42081290	242	255	0
42081291	241	231	0
42081292	43	399	0
42081293	40	381	0
42081294	26	370	0
42081295	26	387	0
42081296	242	183	0
42081297	237	131	0
42081298	249	90	0
42081299	207	250	0
42081300	222	305	0
42081301	240	268	0
42081302	218	376	0
42081303	213	395	0
42081304	204	435	0
42081305	205	452	0
42081306	192	463	0
42081307	114	467	0
42081308	97	461	0
42081309	66	462	0
42081310	36	435	0
42081311	35	417	0
42081312	236	363	0
42081313	225	345	0
42081314	228	319	0
42081315	244	332	0
42081316	247	283	0
42081317	41	167	0
42081318	35	122	0
42081319	42	106	0
42081320	53	94	0
42081321	53	73	0
42081322	42	76	0
42081323	31	90	0
42081324	23	104	0
42081325	236	148	0
