id	x	y	tag
42101127	158	174	0
42101128	199	185	0
42101129	197	146	0
42101130	232	161	0
42101131	240	115	0
42101132	205	109	0
42101133	222	212	0
42101134	230	193	0
42101135	199	245	0
42101136	179	217	0
42101137	226	243	0
42101138	217	275	0
42101139	206	312	0
42101140	240	312	0
42101141	226	353	0
42101142	229	395	0
42101143	235	421	0
42101144	196	424	0
42101145	164	410	0
42101146	189	376	0
42101147	177	328	0
42101148	163	315	0
42101149	181	294	0
42101150	172	273	0
42101151	154	244	0
42101152	136	213	0
42101153	122	240	0
42101154	126	275	0
42101155	138	305	0
42101156	94	244	0
42101157	103	213	0
42101158	112	179	0
42101159	131	142	0
42101160	93	147	0
42101161	98	114	0
42101162	140	99	0
42101163	173	121	0
42101164	181	37	0
42101165	109	322	0
42101166	160	369	0
42101167	169	65	0
42101168	217	56	0
42101169	93	290	0
42106052	144	64	0
42106053	128	38	0
42106054	191	347	0
42106055	169	342	0
42106056	130	342	0
42106057	123	361	0
42106058	135	380	0
42106059	160	399	0
