id	x	y	tag
42125530	162	237	0
42125531	149	228	0
42125532	161	212	0
42125533	146	206	0
42125534	131	225	0
42125535	138	247	0
42125536	118	243	0
42125537	121	262	0
42125538	147	268	0
42125539	163	258	0
42125540	172	276	0
42125541	192	267	0
42125542	195	284	0
42125543	177	303	0
42125544	144	307	0
42125545	161	292	0
42125546	138	289	0
42125547	122	282	0
42125548	141	181	0
42125549	159	190	0
42125550	186	217	0
42125551	201	187	0
42125552	182	194	0
42125553	179	175	0
42125554	170	159	0
42125555	159	144	0
42125556	148	163	0
42125557	123	144	0
42125558	125	170	0
42125559	118	185	0
42125560	104	223	0
42125561	116	303	0
42125562	131	318	0
42125563	120	338	0
42125564	150	328	0
42125565	159	354	0
42125566	177	351	0
42125567	165	332	0
42125568	186	328	0
42125569	196	316	0
42125570	196	346	0
42125571	210	329	0
42125572	219	311	0
42125573	200	301	0
42125574	219	291	0
42125575	215	270	0
42125576	229	263	0
42125577	207	251	0
42125578	188	241	0
42125579	207	227	0
42125580	225	242	0
42125581	221	222	0
42125582	240	232	0
42125583	233	206	0
42125584	214	207	0
42125585	221	175	0
42125586	197	165	0
42125587	221	155	0
42125588	243	162	0
42125589	243	181	0
42125590	236	279	0
42125591	239	299	0
42125592	239	318	0
42125593	243	341	0
42125594	226	329	0
42125595	223	349	0
42125596	192	366	0
42125597	211	369	0
42125598	226	386	0
42125599	196	392	0
42125600	184	382	0
42125601	179	399	0
42125602	160	411	0
42125603	154	388	0
42125604	142	409	0
42125605	132	389	0
42125606	120	373	0
42125607	132	355	0
42125608	146	370	0
42125609	152	431	0
42125610	180	425	0
42125611	205	405	0
42125612	206	448	0
42125613	175	444	0
42125614	216	425	0
42125615	234	440	0
42125616	165	460	0
42125617	157	448	0
42125618	128	426	0
42125619	130	444	0
42125620	120	398	0
42125621	196	147	0
42125622	196	128	0
42125623	223	136	0
42125624	237	140	0
42125625	213	120	0
42125626	202	101	0
42125627	189	113	0
42125628	172	99	0
42125629	170	115	0
42125630	174	131	0
42125631	160	124	0
42125632	158	109	0
42125633	156	90	0
42125634	139	79	0
42125635	139	105	0
42125636	140	126	0
42125637	122	109	0
42125638	116	129	0
42125639	122	93	0
42125640	105	72	0
42125641	126	69	0
42125642	190	82	0
42125643	174	80	0
42125644	179	62	0
42125645	164	69	0
42125646	147	60	0
42125647	132	43	0
42125648	221	81	0
42125649	227	103	0
42125650	245	124	0
42125651	247	114	0
42125652	249	89	0
42125653	124	204	0
42125654	167	376	0
42125655	242	363	0
42125656	249	380	0
