id	x	y	tag
42123046	140	235	0
42123047	119	228	0
42123048	129	208	0
42123049	146	209	0
42123050	139	190	0
42123051	157	184	0
42123052	163	201	0
42123053	158	226	0
42123054	165	247	0
42123055	170	263	0
42123056	152	255	0
42123057	153	271	0
42123058	153	289	0
42123059	135	278	0
42123060	136	260	0
42123061	120	259	0
42123062	122	245	0
42123063	104	242	0
42123064	95	260	0
42123065	106	275	0
42123066	115	289	0
42123067	136	294	0
42123068	151	313	0
42123069	128	313	0
42123070	111	316	0
42123071	92	291	0
42123072	136	329	0
42123073	141	346	0
42123074	122	341	0
42123075	120	327	0
42123076	104	334	0
42123077	101	343	0
42123078	116	366	0
42123079	135	360	0
42123080	137	375	0
42123081	163	354	0
42123082	149	338	0
42123083	166	322	0
42123084	186	330	0
42123085	163	338	0
42123086	165	304	0
42123087	181	311	0
42123088	176	290	0
42123089	187	276	0
42123090	182	259	0
42123091	195	252	0
42123092	211	240	0
42123093	185	240	0
42123094	208	263	0
42123095	228	255	0
42123096	236	232	0
42123097	249	241	0
42123098	253	222	0
42123099	251	206	0
42123100	238	214	0
42123101	217	222	0
42123102	191	222	0
42123103	175	218	0
42123104	184	203	0
42123105	211	203	0
42123106	228	195	0
42123107	244	182	0
42123108	227	174	0
42123109	203	189	0
42123110	181	185	0
42123111	200	168	0
42123112	179	166	0
42123113	188	152	0
42123114	208	151	0
42123115	235	157	0
42123116	254	164	0
42123117	253	143	0
42123118	232	133	0
42123119	247	127	0
42123120	228	112	0
42123121	209	123	0
42123122	190	127	0
42123123	205	107	0
42123124	181	109	0
42123125	171	133	0
42123126	166	158	0
42123127	166	174	0
42123128	146	166	0
42123129	152	144	0
42123130	161	100	0
42123131	159	120	0
42123132	181	90	0
42123133	205	86	0
42123134	226	91	0
42123135	244	99	0
42123136	238	84	0
42123137	218	79	0
42123138	193	71	0
42123139	211	55	0
42123140	233	64	0
42123141	229	45	0
42123142	248	52	0
42123143	208	31	0
42123144	193	49	0
42123145	180	58	0
42123146	172	73	0
42123147	158	65	0
42123148	156	84	0
42123149	140	101	0
42123150	137	123	0
42123151	136	149	0
42123152	127	168	0
42123153	121	192	0
42123154	111	205	0
42123155	102	220	0
42123156	82	224	0
42123157	86	203	0
42123158	97	187	0
42123159	106	171	0
42123160	116	154	0
42123161	119	132	0
42123162	124	108	0
42123163	92	152	0
42123164	105	110	0
42123165	123	93	0
42123166	130	83	0
42123167	140	67	0
42123168	152	50	0
42123169	174	37	0
42123170	195	23	0
42123171	208	11	0
42123172	178	12	0
42123173	166	19	0
42123174	154	28	0
42123175	137	43	0
42123176	123	60	0
42123177	111	77	0
42123178	104	92	0
42123179	91	100	0
42123180	89	81	0
42123181	99	65	0
42123182	102	47	0
42123183	84	55	0
42123184	115	45	0
42123185	114	31	0
42123186	132	21	0
42123187	142	9	0
42123188	126	10	0
42123189	104	9	0
42123190	83	17	0
42123191	65	51	0
42123192	68	72	0
42123193	72	87	0
42123194	70	106	0
42123195	81	119	0
42123196	82	141	0
42123197	100	132	0
42123198	79	243	0
42123199	71	258	0
42123200	85	275	0
42123201	71	300	0
42123202	68	278	0
42123203	85	335	0
42123204	67	336	0
42123205	81	353	0
42123206	83	373	0
42123207	64	359	0
42123208	100	383	0
42123209	95	364	0
42123210	146	400	0
42123211	159	384	0
42123212	177	371	0
42123213	186	351	0
42123214	204	323	0
42123215	197	296	0
42123216	211	285	0
42123217	230	272	0
42123218	252	261	0
42123219	251	287	0
42123220	234	292	0
42123221	220	306	0
42123222	224	324	0
42123223	237	312	0
42123224	246	305	0
42123225	255	329	0
42123226	241	338	0
42123227	238	378	0
42123228	197	368	0
42123229	195	389	0
42123230	218	378	0
42123231	204	347	0
42123232	218	336	0
42123233	219	358	0
42123234	245	360	0
42123235	238	399	0
42123236	216	400	0
42123237	216	423	0
42123238	190	405	0
42123239	181	390	0
42123240	170	413	0
42123241	154	422	0
42123242	141	432	0
42123243	150	454	0
42123244	163	440	0
42123245	178	428	0
42123246	193	427	0
42123247	194	449	0
42123248	182	448	0
42123249	190	461	0
42123250	214	445	0
42123251	232	437	0
42123252	239	419	0
42123253	248	430	0
42123254	209	465	0
42123255	168	457	0
42123256	131	410	0
42123257	122	428	0
42123258	126	445	0
42123259	128	464	0
42123260	114	457	0
42123261	106	441	0
42123262	106	422	0
42123263	106	406	0
42123264	120	394	0
42123265	88	401	0
42123266	68	454	0
42123267	89	427	0
42123268	89	453	0
42123269	69	405	0
42123270	69	436	0
42123271	67	215	0
42123272	73	192	0
42123273	84	174	0
42123274	75	167	0
42123275	71	147	0
42123276	227	22	0
42123277	249	36	0
42123278	245	14	0
42123279	235	465	0
42123280	89	318	0
42123281	71	321	0
42123600	150	368	0
