id	x	y	tag
42119432	111	161	0
42119433	115	134	0
42119434	130	154	0
42119435	133	137	0
42119436	97	137	0
42119437	105	116	0
42119438	118	185	0
42119439	136	167	0
42119440	140	188	0
42119441	157	185	0
42119442	159	160	0
42119443	149	144	0
42119444	149	126	0
42119445	130	119	0
42119446	145	104	0
42119447	126	97	0
42119448	101	98	0
42119449	85	117	0
42119450	81	143	0
42119451	90	161	0
42119452	94	181	0
42119453	102	204	0
42119454	120	214	0
42119455	134	207	0
42119456	147	202	0
42119457	141	223	0
42119458	159	218	0
42119459	168	200	0
42119460	158	234	0
42119461	134	241	0
42119462	111	241	0
42119463	125	258	0
42119464	120	270	0
42119465	105	261	0
42119466	136	271	0
42119467	150	279	0
42119468	155	259	0
42119469	143	253	0
42119470	169	250	0
42119471	176	219	0
42119472	195	202	0
42119473	183	187	0
42119474	164	140	0
42119475	169	124	0
42119476	164	110	0
42119477	176	141	0
42119478	177	156	0
42119479	115	282	0
42119480	115	302	0
42119481	99	306	0
42119482	96	287	0
42119483	80	275	0
42119484	89	261	0
42119485	84	242	0
42119486	89	225	0
42119487	83	210	0
42119488	82	95	0
42119489	92	75	0
42119490	113	75	0
42119491	135	68	0
42119492	80	62	0
42119493	73	81	0
42119494	147	84	0
42119495	163	68	0
42119496	171	88	0
42119497	124	49	0
42119498	110	33	0
42119499	98	28	0
42119500	122	17	0
42119501	140	22	0
42119502	144	35	0
42119503	156	35	0
42119504	181	50	0
42119505	195	73	0
42119506	205	93	0
42119507	191	115	0
42119508	200	153	0
42119509	215	287	0
42119510	242	291	0
42119511	236	265	0
42119512	244	245	0
42119513	225	238	0
42119514	222	214	0
42119515	242	212	0
42119516	241	195	0
42119517	247	311	0
42119518	222	303	0
42119519	225	326	0
42119520	235	343	0
42119521	243	352	0
42119522	208	347	0
42119523	190	332	0
42119524	204	315	0
42119525	186	317	0
42119526	191	298	0
42119527	212	260	0
42119528	110	337	0
42119529	114	320	0
42119530	95	321	0
42119531	91	334	0
42119532	88	350	0
42119533	104	350	0
42119534	97	367	0
42119535	190	358	0
42119536	170	341	0
42119537	166	358	0
42119538	144	362	0
42119539	131	350	0
42119540	131	332	0
42119541	124	365	0
42119542	184	233	0
42119543	229	176	0
42120039	131	398	0
42120040	184	382	0
42120041	160	389	0
42120042	127	380	0
42120043	109	382	0
42120044	130	311	0
42120045	133	292	0
42120046	222	160	0
42120047	236	146	0
42120048	243	119	0
42120049	226	104	0
42120050	217	119	0
42120051	225	81	0
42120052	223	60	0
42120053	207	45	0
42120054	163	16	0
42120055	178	26	0
42120056	167	43	0
42120057	208	372	0
