id	x	y	tag
42126629	165	389	0
42126630	181	406	0
42126631	190	381	0
42126632	190	365	0
42126633	173	370	0
42126634	172	345	0
42126635	159	360	0
42126636	151	345	0
42126637	155	331	0
42126638	180	328	0
42126639	182	310	0
42126640	200	319	0
42126641	202	302	0
42126642	221	330	0
42126643	198	342	0
42126644	213	356	0
42126645	231	367	0
42126646	239	349	0
42126647	253	335	0
42126648	228	310	0
42126649	225	290	0
42126650	209	283	0
42126651	219	260	0
42126652	186	263	0
42126653	191	282	0
42126654	180	297	0
42126655	166	279	0
42126656	163	261	0
42126657	175	248	0
42126658	159	244	0
42126659	170	233	0
42126660	181	218	0
42126661	188	239	0
42126662	206	243	0
42126663	206	227	0
42126664	224	210	0
42126665	203	204	0
42126666	231	234	0
42126667	243	216	0
42126668	242	191	0
42126669	220	186	0
42126670	195	177	0
42126671	175	195	0
42126672	163	211	0
42126673	148	225	0
42126674	239	256	0
42126675	238	273	0
42126676	246	294	0
42126677	254	264	0
42126678	251	234	0
42126679	233	172	0
42126680	213	161	0
42126681	224	140	0
42126682	236	152	0
42126683	208	136	0
42126684	187	157	0
42126685	185	132	0
42126686	166	144	0
42126687	199	118	0
42126688	220	119	0
42126689	238	110	0
42126690	227	96	0
42126691	203	99	0
42126692	206	81	0
42126693	236	74	0
42126694	198	60	0
42126695	252	88	0
42126696	248	131	0
42126697	256	151	0
42126698	172	172	0
42126699	157	160	0
42126700	151	174	0
42126701	136	161	0
42126702	128	182	0
42126703	135	201	0
42126704	122	223	0
42126705	117	202	0
42126706	101	221	0
42126707	108	239	0
42126708	122	260	0
42126709	131	245	0
42126710	147	257	0
42126711	140	276	0
42126712	127	290	0
42126713	126	308	0
42126714	148	300	0
42126715	165	300	0
42126716	162	312	0
42126717	143	319	0
42126718	133	343	0
42126719	119	332	0
42126720	114	349	0
42126721	110	370	0
42126722	126	384	0
42126723	130	360	0
42126724	149	376	0
42126725	141	397	0
42126726	152	410	0
42126727	122	405	0
42126728	129	425	0
42126729	113	418	0
42126730	153	438	0
42126731	171	424	0
42126732	179	440	0
42126733	191	425	0
42126734	206	418	0
42126735	209	395	0
42126736	212	374	0
42126737	252	418	0
42126738	227	384	0
42126739	253	376	0
42126740	250	395	0
42126741	227	432	0
42126742	210	439	0
42126743	210	458	0
42126744	192	457	0
42126745	170	457	0
42126746	151	464	0
42126747	137	451	0
42126748	132	467	0
42126749	111	460	0
42126750	107	436	0
42126751	95	428	0
42126752	94	440	0
42126753	90	410	0
42126754	83	395	0
42126755	101	392	0
42126756	89	380	0
42126757	93	356	0
42126758	97	336	0
42126759	100	318	0
42126760	103	299	0
42126761	106	277	0
42126762	103	256	0
42126763	91	236	0
42126764	84	224	0
42126765	87	201	0
42126766	101	179	0
42126767	110	164	0
42126768	122	144	0
42126769	144	140	0
42126770	168	124	0
42126771	151	114	0
42126772	177	110	0
42126773	159	98	0
42126774	184	94	0
42126775	178	73	0
42126776	161	79	0
42126777	154	63	0
42126778	174	50	0
42126779	195	35	0
42126780	225	53	0
42126781	249	53	0
42126782	232	28	0
42126783	215	14	0
42126784	187	11	0
42126785	168	15	0
42126786	166	34	0
42126787	151	16	0
42126788	151	45	0
42126789	137	55	0
42126790	141	79	0
42126791	136	100	0
42126792	125	91	0
42126793	131	121	0
42126794	117	107	0
42126795	110	125	0
42126796	103	145	0
42126797	92	165	0
42126798	85	131	0
42126799	75	150	0
42126800	154	190	0
42126801	117	81	0
42126802	121	64	0
42126803	127	37	0
42126804	127	21	0
42126805	110	34	0
42126806	110	49	0
42126807	101	70	0
42126808	104	90	0
42126809	99	112	0
42126810	84	100	0
42126811	84	78	0
42126812	88	58	0
42126813	67	64	0
42126814	67	41	0
42126815	94	44	0
42126816	90	267	0
42126817	84	8	0
42126818	85	24	0
42126819	78	175	0
42126820	68	194	0
42126821	75	210	0
42126822	67	224	0
42126823	73	241	0
42126824	70	429	0
42126825	228	407	0
42126826	144	31	0
42126827	106	6	0
42126828	251	315	0
42127337	65	87	0
42127338	71	109	0
42127339	87	298	0
42127955	232	449	1
