id	x	y	tag
42114065	159	115	0
42114066	125	108	0
42114067	150	90	0
42114068	180	94	0
42114069	191	124	0
42114070	220	106	0
42114071	212	134	0
42114072	239	122	0
42114073	235	147	0
42114074	210	162	0
42114075	187	167	0
42114076	186	146	0
42114077	164	140	0
42114078	164	165	0
42114079	136	151	0
42114080	136	132	0
42114081	115	145	0
42114082	116	165	0
42114083	87	156	0
42114084	86	134	0
42114085	65	158	0
42114086	57	133	0
42114087	78	184	0
42114088	56	186	0
42114089	61	207	0
42114090	82	211	0
42114091	105	195	0
42114092	135	176	0
42114093	132	207	0
42114094	156	193	0
42114095	159	218	0
42114096	180	195	0
42114097	205	183	0
42114098	226	182	0
42114099	241	205	0
42114100	208	206	0
42114101	184	222	0
42114102	189	244	0
42114103	162	246	0
42114104	221	233	0
42114105	244	242	0
42114106	134	236	0
42114107	109	230	0
42114108	107	251	0
42114109	86	240	0
42114110	60	237	0
42114111	72	260	0
42114112	51	263	0
42114113	96	278	0
42114114	121	277	0
42114115	148	269	0
42114116	133	254	0
42114117	171	275	0
42114118	196	276	0
42114119	218	258	0
42114120	244	269	0
42114121	234	288	0
42114122	215	295	0
42114123	187	301	0
42114124	165	303	0
42114125	141	298	0
42114126	115	304	0
42114127	85	308	0
42114128	78	330	0
42114129	107	332	0
42114130	142	318	0
42114131	134	342	0
42114132	162	346	0
42114133	173	328	0
42114134	204	324	0
42114135	191	342	0
42114136	235	324	0
42114137	220	348	0
42114138	242	344	0
42114139	239	370	0
42114140	209	377	0
42114141	190	369	0
42114142	178	386	0
42114143	162	373	0
42114144	142	370	0
42114145	123	381	0
42114146	110	355	0
42114147	92	373	0
42114148	87	350	0
42114149	62	368	0
42114150	41	293	0
42114151	57	310	0
42114152	68	286	0
42114153	29	320	0
42114154	52	340	0
42114155	36	359	0
42114156	153	397	0
42114157	168	418	0
42114158	198	412	0
42114159	220	401	0
42114160	241	406	0
42114161	221	427	0
42114162	241	431	0
42114163	231	454	0
42114164	206	453	0
42114165	189	437	0
42114166	176	458	0
42114167	166	441	0
42114168	144	457	0
42114169	140	430	0
42114170	123	450	0
42114171	111	428	0
42114172	128	408	0
42114173	103	400	0
42114174	83	416	0
42114175	78	393	0
42114176	79	436	0
42114177	98	456	0
42114178	124	472	0
42114179	56	431	0
42114180	56	402	0
42114181	196	471	0
42114182	157	472	0
42114183	218	470	0
