id	x	y	tag
42114184	79	76	0
42114185	140	83	0
42114186	110	111	0
42114187	72	126	0
42114188	56	153	0
42114189	33	160	0
42114190	109	159	0
42114191	161	161	0
42114192	156	124	0
42114193	182	114	0
42114194	217	127	0
42114195	191	148	0
42114196	227	164	0
42114197	194	183	0
42114198	218	200	0
42114199	156	211	0
42114200	125	201	0
42114201	83	220	0
42114202	94	196	0
42114203	61	191	0
42114204	42	205	0
42114205	31	183	0
42114206	21	219	0
42114207	40	240	0
42114208	73	253	0
42114209	109	257	0
42114210	145	251	0
42114211	175	249	0
42114212	199	231	0
42114213	233	257	0
42114214	199	280	0
42114215	153	291	0
42114216	115	291	0
42114217	76	284	0
42114218	33	284	0
42114219	49	320	0
42114220	101	320	0
42114221	169	326	0
42114222	209	321	0
42114223	231	300	0
42114224	196	357	0
42114225	156	359	0
42114226	124	357	0
42114227	93	355	0
42114228	58	359	0
42114229	124	379	0
42114230	149	406	0
42114231	100	403	0
42114232	71	387	0
42114233	58	408	0
42114234	32	388	0
42114235	124	426	0
42114236	133	328	0
42114237	82	432	0
42114238	231	373	0
42114239	247	331	0
42114240	195	78	0
42114241	30	118	0
42123621	163	445	0
42123622	199	429	0
42123623	226	408	0
