id	x	y	tag
42094043	127	216	0
42094044	108	186	0
42094045	138	189	0
42094046	156	222	0
42094047	177	245	0
42094048	179	210	0
42094049	205	223	0
42094050	222	200	0
42094051	217	169	0
42094052	178	175	0
42094053	160	144	0
42094054	134	137	0
42094055	101	131	0
42094056	82	113	0
42094057	74	78	0
42094058	67	42	0
42094059	40	60	0
42094060	98	59	0
42094061	124	47	0
42094062	105	25	0
42094063	139	25	0
42094064	147	52	0
42094065	187	102	0
42094066	162	116	0
42094067	131	108	0
42094068	153	85	0
42094069	173	65	0
42094070	198	56	0
42094071	179	31	0
42094072	213	82	0
42094073	214	104	0
42094074	198	136	0
42094075	233	140	0
42094076	237	229	0
42094077	211	257	0
42094078	227	280	0
42094079	254	259	0
42094080	233	308	0
42094081	219	333	0
42094082	204	307	0
42094083	188	330	0
42094084	175	298	0
42094085	191	275	0
42094087	140	248	0
42094088	118	269	0
42094089	115	243	0
42094090	97	219	0
42094091	88	250	0
42094092	81	280	0
42094093	113	308	0
42094094	83	320	0
42094095	55	308	0
42094096	33	284	0
42094097	49	261	0
42094098	65	223	0
42094099	37	226	0
42094100	48	193	0
42094101	78	188	0
42094102	89	158	0
42094103	60	164	0
42094104	62	136	0
42094105	134	162	0
42094106	45	93	0
42094107	133	333	0
42094108	160	325	0
42094109	162	352	0
42094110	141	300	0
42094111	114	341	0
42094112	138	372	0
42094113	173	383	0
42094114	209	383	0
42094115	200	360	0
42094116	232	362	0
42094117	241	390	0
42094118	226	417	0
42094119	233	444	0
42094120	232	471	0
42094121	201	463	0
42094122	203	437	0
42094123	188	408	0
42094124	176	441	0
42094125	160	409	0
42094126	127	402	0
42094127	142	431	0
42094128	149	454	0
42094129	123	455	0
42094130	112	426	0
42094131	89	399	0
42094132	104	374	0
42094133	66	379	0
42094134	46	344	0
42094135	40	376	0
42094136	60	409	0
42094137	49	442	0
42094138	86	437	0
42094139	65	468	0
42094140	39	467	0
42094141	95	470	0
42094142	176	471	0
42094143	81	348	0
42094144	124	74	0
42094145	102	89	0
42094146	30	138	0
42094147	27	169	0
42094148	28	405	0
42105346	154	190	0
42105347	46	118	0
42105348	25	107	0
42105349	156	269	0
