id	x	y	tag
42131736	101	322	0
42131737	89	310	0
42131738	87	333	0
42131739	102	343	0
42131740	115	324	0
42131741	116	306	0
42131742	168	262	0
42131743	171	275	0
42131744	160	292	0
42131745	84	353	0
42131746	84	409	0
42131747	88	423	0
42131748	78	452	0
42131749	54	455	0
42131750	149	148	0
42131751	130	274	1
42131752	136	172	1
42131753	132	152	1
42131754	119	110	1
42131755	76	82	1
42131756	67	194	1
42131757	63	231	1
42131758	207	384	1
42131759	187	318	1
42131760	128	373	1
42131761	125	450	1
42131762	59	424	1
42131763	69	340	1
42131764	41	292	1
42131765	36	267	1
42131766	47	103	1
42131767	34	164	1
42131768	19	53	1
42131769	188	57	1
42131770	130	13	1
42131771	201	146	1
42131772	248	183	1
42131773	189	225	1
42131774	240	275	1
42131775	242	440	1
42131776	181	436	1
