id	x	y	tag
42091567	160	115	0
42091568	155	98	0
42091569	139	91	0
42091570	143	111	0
42091571	124	97	0
42091572	124	110	0
42091573	115	129	0
42091574	133	124	0
42091575	133	140	0
42091576	119	145	0
42091577	104	143	0
42091578	110	158	0
42091579	119	177	0
42091580	139	177	0
42091581	132	159	0
42091582	147	149	0
42091583	150	131	0
42091584	165	149	0
42091585	181	141	0
42091586	177	123	0
42091587	195	126	0
42091588	166	131	0
42091589	169	165	0
42091590	181	155	0
42091591	194	143	0
42091592	211	133	0
42091593	226	124	0
42091594	210	117	0
42091595	194	108	0
42091596	176	102	0
42091597	171	84	0
42091598	181	72	0
42091599	148	76	0
42091600	163	66	0
42091601	190	88	0
42091602	207	84	0
42091603	217	73	0
42091604	199	66	0
42091605	221	90	0
42091606	204	97	0
42091607	224	104	0
42091608	238	114	0
42091609	238	82	0
42091610	230	64	0
42091611	246	64	0
42091612	219	56	0
42091613	238	51	0
42091614	201	49	0
42091615	190	32	0
42091616	211	36	0
42091617	227	37	0
42091618	220	19	0
42091619	202	20	0
42091620	180	15	0
42091621	170	34	0
42091622	157	18	0
42091623	183	56	0
42091624	164	49	0
42091625	147	57	0
42091626	144	31	0
42091627	125	77	0
42091628	110	86	0
42091629	115	51	0
42091630	133	43	0
42091631	99	48	0
42091632	87	59	0
42091633	63	22	0
42091634	101	25	0
42091635	99	170	0
42091636	89	187	0
42091637	71	186	0
42091638	104	190	0
42091639	112	206	0
42091640	90	202	0
42091641	82	226	0
42091642	79	241	0
42091643	97	241	0
42091644	117	226	0
42091645	126	213	0
42091646	129	192	0
42091647	147	208	0
42091648	152	194	0
42091649	161	179	0
42091650	168	186	0
42091651	186	174	0
42091652	199	163	0
42091653	208	150	0
42091654	227	146	0
42091655	245	130	0
42091656	239	160	0
42091657	239	176	0
42091658	245	195	0
42091659	233	208	0
42091660	216	209	0
42091661	225	193	0
42091662	220	180	0
42091663	217	166	0
42091664	207	179	0
42091665	206	194	0
42091666	188	190	0
42091667	181	199	0
42091668	194	211	0
42091669	177	220	0
42091670	163	205	0
42091671	157	221	0
42091672	210	222	0
42091673	193	231	0
42091674	202	249	0
42091675	212	239	0
42091676	230	231	0
42091677	237	249	0
42091678	232	264	0
42091679	223	252	0
42091680	213	265	0
42091681	223	279	0
42091682	245	276	0
42091683	212	283	0
42091684	218	299	0
42091685	238	296	0
42091686	231	315	0
42091687	249	315	0
42091688	213	313	0
42091689	205	300	0
42091690	196	279	0
42091691	190	263	0
42091692	184	242	0
42091693	167	235	0
42091694	173	256	0
42091695	175	274	0
42091696	185	294	0
42091697	194	310	0
42091698	201	331	0
42091699	219	331	0
42091700	240	333	0
42091701	248	351	0
42091702	228	350	0
42091703	236	365	0
42091704	219	366	0
42091705	212	351	0
42091706	195	356	0
42091707	181	345	0
42091708	181	327	0
42091709	168	320	0
42091710	173	307	0
42091711	171	291	0
42091712	157	298	0
42091713	152	315	0
42091714	140	302	0
42091715	146	285	0
42091716	159	283	0
42091717	157	268	0
42091718	153	250	0
42091719	150	235	0
42091720	137	224	0
42091721	134	242	0
42091722	122	260	0
42091723	141	264	0
42091724	106	256	0
42091725	117	244	0
42091726	128	274	0
42091727	111	279	0
42091728	125	292	0
42091729	109	300	0
42091730	92	291	0
42091731	81	278	0
42091732	88	257	0
42091733	122	310	0
42091734	105	314	0
42091735	111	333	0
42091736	135	329	0
42091737	95	324	0
42091738	96	342	0
42091739	92	360	0
42091740	107	355	0
42091741	128	347	0
42091742	149	348	0
42091743	162	338	0
42091744	165	358	0
42091745	183	366	0
42091746	188	383	0
42091747	205	371	0
42091748	221	379	0
42091749	224	398	0
42091750	210	392	0
42091751	240	405	0
42091752	239	387	0
42091753	227	415	0
42091754	216	429	0
42091755	212	412	0
42091756	197	404	0
42091757	171	397	0
42091758	169	377	0
42091759	183	409	0
42091760	168	411	0
42091761	174	427	0
42091762	193	424	0
42091763	184	443	0
42091764	153	394	0
42091765	143	411	0
42091766	141	380	0
42091767	154	367	0
42091768	120	370	0
42091769	130	390	0
42091770	94	377	0
42091771	126	417	0
42091772	136	431	0
42091773	151	444	0
42091774	156	427	0
42091775	137	451	0
42091776	123	461	0
42091777	121	443	0
42091778	99	418	0
42091779	78	391	0
42091780	67	375	0
42091781	96	395	0
42091782	77	316	0
42091783	82	421	0
42091784	73	405	0
42091785	165	453	0
42091786	92	75	0
42096900	98	223	0
42096901	99	273	0
42096902	108	371	0
42096903	113	390	0
42096904	123	404	0
42096905	109	407	0
42096906	118	426	0
42096907	135	63	0
42096908	107	71	0
42096909	121	38	0
42096910	139	363	0
42096931	149	333	0
42096932	106	454	0
42096933	104	437	0
42096934	92	449	0
42096935	78	439	0
42096936	91	407	0
42096937	153	162	0
