id	x	y	tag
42122288	160	268	0
42122289	169	246	0
42122290	181	267	0
42122291	191	241	0
42122292	169	225	0
42122293	190	211	0
42122294	207	222	0
42122295	207	202	0
42122296	224	205	0
42122297	227	225	0
42122298	217	246	0
42122299	205	263	0
42122300	196	277	0
42122301	181	295	0
42122302	178	314	0
42122303	172	325	0
42122304	169	346	0
42122305	196	324	0
42122306	204	308	0
42122307	205	293	0
42122308	229	267	0
42122309	240	254	0
42122310	249	231	0
42122311	245	207	0
42122312	243	195	0
42122313	215	185	0
42122314	199	176	0
42122315	184	193	0
42122316	169	203	0
42122317	153	222	0
42122318	134	203	0
42122319	146	188	0
42122320	168	170	0
42122321	181	159	0
42122322	205	155	0
42122323	219	160	0
42122324	185	138	0
42122325	234	150	0
42122326	215	138	0
42122327	225	123	0
42122328	202	121	0
42122329	180	118	0
42122330	162	122	0
42122331	163	147	0
42122332	144	156	0
42122333	141	137	0
42122334	143	111	0
42122335	163	102	0
42122336	189	89	0
42122337	211	99	0
42122338	208	80	0
42122339	231	94	0
42122340	193	66	0
42122341	165	72	0
42122342	143	72	0
42122343	151	53	0
42122344	174	54	0
42122345	194	47	0
42122346	177	36	0
42122347	156	37	0
42122348	131	38	0
42122349	193	17	0
42122350	217	37	0
42122351	212	54	0
42122352	234	67	0
42122353	231	51	0
42122354	246	38	0
42122355	252	19	0
42122356	231	11	0
42122357	178	15	0
42122358	152	21	0
42122359	219	320	0
42122360	224	299	0
42122361	245	318	0
42122362	239	337	0
42122363	231	360	0
42122364	213	338	0
42122365	211	359	0
42122366	209	385	0
42122367	194	371	0
42122368	192	388	0
42122369	175	374	0
42122370	190	343	0
42122371	157	368	0
42122372	152	351	0
42122373	152	335	0
42122374	156	315	0
42122375	160	291	0
42122376	143	290	0
42122377	140	267	0
42122378	149	252	0
42122379	134	366	0
42122380	153	386	0
42122381	176	403	0
42122382	206	403	0
42122383	231	401	0
42122384	224	377	0
42122385	245	376	0
42122386	208	426	0
42122387	224	416	0
42122388	239	446	0
42122389	222	448	0
42122390	197	453	0
42122391	195	439	0
42122392	187	421	0
42122393	172	436	0
42122394	152	433	0
42122395	145	405	0
42122396	240	285	0
42122397	224	283	0
42122398	248	274	0
42122399	239	467	0
42122400	214	467	0
