id	x	y	tag
42110641	94	28	0
42110642	107	50	0
42110643	84	49	0
42110644	74	30	0
42110645	65	48	0
42110646	75	66	0
42110647	96	69	0
42110648	119	67	0
42110649	129	50	0
42110650	139	31	0
42110651	117	30	0
42110652	103	7	0
42110653	88	15	0
42110654	85	89	0
42110655	66	88	0
42110656	46	90	0
42110657	55	107	0
42110658	79	108	0
42110659	81	131	0
42110660	62	128	0
42110661	63	149	0
42110662	84	151	0
42110663	75	170	0
42110664	51	166	0
42110665	40	144	0
42110666	41	125	0
42110667	39	106	0
42110668	33	185	0
42110669	64	189	0
42110670	51	206	0
42110671	73	208	0
42110672	77	229	0
42110673	58	225	0
42110674	42	240	0
42110675	42	259	0
42110676	60	264	0
42110677	64	245	0
42110678	83	251	0
42110679	81	269	0
42110680	81	289	0
42110681	68	283	0
42110682	63	299	0
42110683	83	305	0
42110684	79	327	0
42110685	58	318	0
42110686	59	339	0
42110687	40	329	0
42110688	42	306	0
42110689	47	281	0
42110690	26	289	0
42110691	36	356	0
42110692	60	364	0
42110693	64	387	0
42110694	61	406	0
42110695	43	396	0
42110696	44	376	0
42110697	26	378	0
42110698	78	350	0
42110699	79	377	0
42110700	79	399	0
42110701	101	384	0
42110702	98	361	0
42110703	102	339	0
42110704	101	316	0
42110705	101	300	0
42110706	98	280	0
42110707	102	257	0
42110708	111	237	0
42110709	93	235	0
42110710	93	220	0
42110711	96	202	0
42110712	96	185	0
42110713	83	189	0
42110714	101	164	0
42110715	115	175	0
42110716	115	197	0
42110717	114	217	0
42110718	136	209	0
42110719	134	231	0
42110720	128	250	0
42110721	116	268	0
42110722	116	288	0
42110723	132	287	0
42110724	120	306	0
42110725	118	327	0
42110726	136	319	0
42110727	143	303	0
42110728	156	289	0
42110729	163	274	0
42110730	165	255	0
42110731	143	267	0
42110732	150	241	0
42110733	166	236	0
42110734	159	221	0
42110735	159	199	0
42110736	156	179	0
42110737	135	184	0
42110738	133	161	0
42110739	152	146	0
42110740	151	131	0
42110741	132	138	0
42110742	118	149	0
42110743	102	137	0
42110744	119	130	0
42110745	134	120	0
42110746	97	102	0
42110747	106	88	0
42110748	127	81	0
42110749	144	79	0
42110750	138	65	0
42110751	166	66	0
42110752	179	124	0
42110753	173	142	0
42110754	193	146	0
42110755	176	161	0
42110756	194	169	0
42110757	196	192	0
42110758	174	184	0
42110759	177	207	0
42110760	199	216	0
42110761	204	234	0
42110762	181	228	0
42110763	183	248	0
42110764	200	257	0
42110765	187	270	0
42110766	200	283	0
42110767	182	288	0
42110768	170	303	0
42110769	195	303	0
42110770	185	319	0
42110771	209	321	0
42110772	161	318	0
42110773	150	336	0
42110774	174	336	0
42110775	198	341	0
42110776	191	358	0
42110777	210	364	0
42110778	209	391	0
42110779	192	385	0
42110780	177	377	0
42110781	162	358	0
42110782	137	367	0
42110783	125	349	0
42110784	117	374	0
42110785	120	393	0
42110786	137	389	0
42110787	155	382	0
42110788	148	401	0
42110789	174	396	0
42110790	127	414	0
42110791	106	411	0
42110792	166	412	0
42110793	192	409	0
42110794	221	221	0
42110795	218	200	0
42110796	215	178	0
42110797	211	157	0
42110798	157	111	0
42110799	163	91	0
42110800	180	83	0
42110801	186	99	0
42110802	199	82	0
42110803	140	98	0
42110804	119	103	0
42110805	100	119	0
42110806	26	252	0
42110807	23	231	0
42110808	40	219	0
42110809	35	204	0
42110810	212	302	0
