id	x	y	tag
42108553	179	143	0
42108554	169	179	0
42108555	148	136	0
42108556	171	110	0
42108557	207	128	0
42108558	204	166	0
42108559	236	150	0
42108560	196	207	0
42108561	148	217	0
42108562	138	174	0
42108563	143	99	0
42108564	172	67	0
42108565	203	89	0
42108566	204	44	0
42108567	234	196	0
42108568	219	239	0
42108569	202	268	0
42108570	178	242	0
42108571	168	284	0
42108572	144	256	0
42108573	133	297	0
42108574	165	319	0
42108575	196	307	0
42108576	193	347	0
42108577	165	355	0
42108578	132	337	0
42108579	127	376	0
42108580	113	407	0
42108581	155	403	0
42108582	190	429	0
42108583	195	391	0
42108584	222	409	0
42108585	231	374	0
42108586	232	338	0
42108587	234	298	0
42108588	248	265	0
42108589	111	235	0
42108590	112	200	0
42108591	105	152	0
42108592	108	126	0
42108593	126	63	0
42108594	166	35	0
42108595	253	394	0
42108596	252	431	0
42108597	225	441	0
42108598	147	432	0
