id	x	y	tag
42094702	112	49	0
42094703	138	18	0
42094704	107	83	0
42094705	138	80	0
42094706	128	113	0
42094707	172	96	0
42094708	182	126	0
42094709	213	99	0
42094710	201	67	0
42094711	197	34	0
42094712	228	45	0
42094713	228	14	0
42094714	239	71	0
42094715	255	100	0
42094716	236	129	0
42094717	211	158	0
42094718	245	160	0
42094719	225	196	0
42094721	187	195	0
42094722	169	164	0
42094723	126	145	0
42094724	108	177	0
42094725	142	191	0
42094726	157	219	0
42094727	251	223	0
42094728	238	247	0
42094729	222	285	0
42094730	198	258	0
42094731	200	226	0
42094732	159	257	0
42094733	181	289	0
42094734	140	288	0
42094735	128	325	0
42094736	95	269	0
42094737	102	300	0
42094738	125	250	0
42094739	117	214	0
42094740	78	204	0
42094741	87	239	0
42094742	81	138	0
42094743	74	107	0
42094744	160	50	0
42094745	161	318	0
42094746	150	351	0
42094747	191	347	0
42094748	207	315	0
42094749	250	312	0
42094750	236	348	0
42094751	215	379	0
42094752	255	384	0
42094753	228	409	0
42094754	205	433	0
42094755	237	453	0
42094756	184	408	0
42094757	176	380	0
42094758	143	392	0
42094759	165	432	0
42094760	195	460	0
42094761	122	423	0
42094762	95	395	0
42094763	120	357	0
42094764	81	426	0
42105644	74	344	0
42105645	69	176	0
42105646	74	64	0
42105647	124	457	0
42105648	71	459	0
