id	x	y	tag
42104743	133	153	0
42104744	134	130	0
42104745	152	145	0
42104746	153	118	0
42104747	175	128	0
42104748	174	106	0
42104749	194	116	0
42104750	197	134	0
42104751	182	152	0
42104752	188	178	0
42104753	161	171	0
42104754	166	193	0
42104755	143	188	0
42104756	141	169	0
42104757	122	183	0
42104758	108	166	0
42104759	115	147	0
42104760	110	130	0
42104761	117	114	0
42104762	146	90	0
42104763	166	80	0
42104764	137	107	0
42104765	126	70	0
42104766	124	91	0
42104767	101	83	0
42104768	101	62	0
42104769	117	47	0
42104770	138	53	0
42104771	151	70	0
42104772	161	53	0
42104773	150	35	0
42104774	173	37	0
42104775	179	48	0
42104776	183	70	0
42104777	191	94	0
42104778	210	97	0
42104779	217	118	0
42104780	210	138	0
42104781	202	156	0
42104782	215	183	0
42104783	212	213	0
42104784	189	203	0
42104785	189	221	0
42104786	171	213	0
42104787	161	232	0
42104788	143	215	0
42104789	125	204	0
42104790	100	207	0
42104791	115	228	0
42104792	140	236	0
42104793	143	252	0
42104794	120	247	0
42104795	101	249	0
42104796	94	225	0
42104797	80	207	0
42104798	104	186	0
42104799	84	186	0
42104800	88	168	0
42104801	95	147	0
42104802	82	144	0
42104803	89	122	0
42104804	102	109	0
42104805	103	98	0
42104806	212	75	0
42104807	198	51	0
42104808	213	41	0
42104809	193	33	0
42104810	189	12	0
42104811	129	9	0
42104812	131	28	0
42104813	101	25	0
42104814	96	44	0
42104815	79	56	0
42104816	80	73	0
42104817	88	94	0
42104818	161	252	0
42104819	173	273	0
42104820	153	277	0
42104821	158	297	0
42104822	139	294	0
42104823	125	276	0
42104824	103	272	0
42104825	109	296	0
42104826	92	286	0
42104827	86	307	0
42104828	103	321	0
42104829	125	327	0
42104830	148	313	0
42104831	152	331	0
42104832	168	315	0
42104833	187	310	0
42104834	185	292	0
42104835	199	274	0
42104836	195	257	0
42104837	206	237	0
42104838	217	261	0
42104839	227	283	0
42104840	213	297	0
42104841	217	310	0
42104842	195	325	0
42104843	186	346	0
42104844	164	368	0
42104845	149	346	0
42104846	122	352	0
42104847	100	336	0
42104848	77	349	0
42104849	74	325	0
42104850	61	301	0
42104851	73	283	0
42104852	85	268	0
42104853	76	253	0
42104854	65	233	0
42104855	56	207	0
42104856	58	185	0
42104857	62	165	0
42104858	61	141	0
42104859	231	245	0
42104860	240	228	0
42104861	224	228	0
42104862	230	209	0
42104863	237	170	0
42104864	225	155	0
42104865	242	154	0
42104866	234	137	0
42104867	164	398	0
42104868	139	397	0
42104869	147	380	0
42104870	140	366	0
42104871	123	378	0
42104872	113	392	0
42104873	122	414	0
42104874	110	436	0
42104875	101	405	0
42104876	83	416	0
42104877	152	415	0
42104878	152	431	0
42104879	156	446	0
42104880	136	436	0
42104881	119	457	0
42104882	97	455	0
42104883	83	442	0
42104884	64	430	0
42104885	59	407	0
42104886	80	392	0
42104887	97	385	0
42104888	98	361	0
42104889	77	374	0
42104890	59	383	0
42104891	55	366	0
42104892	54	343	0
42104893	48	320	0
42104894	44	305	0
42104895	51	283	0
42104896	62	268	0
42104897	52	252	0
42104898	34	245	0
42104899	40	265	0
42104900	45	235	0
42104901	34	215	0
42104902	40	195	0
42104903	44	177	0
42104904	40	152	0
42104905	70	112	0
42104906	231	79	0
42104907	239	117	0
42104908	242	104	0
42104909	239	263	0
42104910	245	284	0
42104911	234	301	0
42104912	240	324	0
42104913	219	331	0
42104914	183	376	0
42104915	194	400	0
42104916	177	430	0
42104917	179	454	0
42104918	200	447	0
42104919	194	434	0
42104920	205	414	0
42104921	215	436	0
42104922	229	422	0
42104923	224	398	0
42104924	234	389	0
42104925	231	371	0
42104926	245	342	0
42104927	250	373	0
42104928	248	402	0
42104929	249	432	0
42104930	237	445	0
42104931	225	458	0
42104932	202	468	0
42104933	169	466	0
42104934	137	469	0
42104935	100	467	0
42104936	82	468	0
42104937	59	471	0
42104938	65	91	0
42104939	62	71	0
42104940	62	53	0
42104941	75	34	0
42104942	88	11	0
42104943	209	377	0
42104944	61	455	0
42104945	122	310	0
42104946	213	355	1
42107129	181	240	0
