id	x	y	tag
42136834	163	243	0
42136835	156	257	0
42136836	141	249	0
42136837	158	218	0
42136838	134	215	0
42136839	152	177	0
42136840	132	178	0
42136841	147	196	0
42136842	142	205	0
42136843	162	199	0
42136844	174	208	0
42136845	184	228	0
42136846	197	210	0
42136847	208	229	0
42136848	190	245	0
42136849	174	263	0
42136850	178	279	0
42136851	157	277	0
42136852	140	268	0
42136853	122	279	0
42136854	119	257	0
42136855	127	234	0
42136856	152	164	0
42136857	169	149	0
42136858	148	145	0
42136859	134	160	0
42136860	131	139	0
42136861	212	159	0
42136862	198	149	0
42136863	195	166	0
42136864	178	166	0
42136865	184	152	0
42136866	179	186	0
42136867	209	277	0
42136868	229	272	0
42136869	227	288	0
42136870	213	301	0
42136871	230	308	0
42136872	189	299	0
42136873	164	296	0
42136874	143	288	0
42136875	139	296	0
42136876	125	307	0
42136877	119	326	0
42136878	151	340	0
42136879	180	316	0
42136880	175	334	0
42136881	197	325	0
42136882	199	337	0
42136883	216	330	0
42136884	220	346	0
42136885	197	358	0
42136886	182	348	0
42136887	179	368	0
42136888	165	352	0
42136889	159	373	0
42136890	145	356	0
42136891	134	375	0
42136892	123	359	0
42136893	129	344	0
42136894	143	311	0
42136895	159	321	0
42136896	189	390	0
42136897	164	391	0
42136898	120	392	0
42136899	144	392	0
42136900	151	409	0
42136901	132	408	0
42136902	171	407	0
42136903	190	410	0
42136904	219	366	0
42136905	220	380	0
42136906	202	379	0
42136907	166	426	0
42136908	144	434	0
42136909	146	454	0
42136910	164	445	0
42136911	185	455	0
42136912	200	445	0
42136913	201	424	0
42136914	166	463	0
42136915	208	461	0
42136916	205	401	0
42136917	118	429	0
42136918	125	446	0
42141456	142	235	0
42141457	193	269	0
42141458	208	180	0
42141459	210	255	0
42141460	231	229	0
42141461	217	192	0
42141462	217	207	0
42141463	234	193	0
42141464	233	172	0
42141465	172	133	0
42141466	159	125	0
