id	x	y	tag
42124510	192	421	0
42124511	184	392	0
42124512	218	387	0
42124513	192	364	0
42124514	177	337	0
42124515	181	290	0
42124516	215	349	0
42124517	213	313	0
42124518	242	318	0
42124519	248	354	0
42124520	251	408	0
42124521	252	432	0
42124522	221	418	0
42124523	202	267	0
42124524	226	280	0
42124525	247	260	0
42124526	226	239	0
42124527	242	229	0
42124528	214	210	0
42124529	181	228	0
42124530	150	267	0
42124531	149	305	0
42124532	135	337	0
42124533	151	368	0
42124534	152	406	0
42124535	137	428	0
42124536	173	445	0
42124537	140	234	0
42124538	174	199	0
42124539	202	171	0
42124540	169	142	0
42124541	198	139	0
42124542	230	155	0
42124543	155	175	0
42124544	111	174	0
42124545	135	199	0
42124546	135	145	0
42124547	146	112	0
42124548	187	110	0
42124549	234	129	0
42124550	244	101	0
42124551	186	78	0
42124552	181	253	0
42124553	246	188	0
42124554	208	452	0
